pruning_variant,priority_policy,portfolio_mode,trading_session,net_pnl
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-10-31,-54.09999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-03,77.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-04,-401.66
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-05,94.77999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-06,-218.7
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-07,134.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-10,-91.21999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-11,-100.19
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-12,-100.32
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-13,109.48
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-14,-56.46000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-17,-35.339999999999996
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-18,-227.72
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-19,-49.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-20,1417.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-21,-235.20000000000005
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-24,114.76
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-25,-128.06000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-26,157.53999999999996
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-27,-42.459999999999994
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-11-28,70.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-01,215.51999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-02,-172.69
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-03,-151.95999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-04,-272.46000000000004
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-05,400.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-08,-226.65999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-09,-3.459999999999992
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-10,-583.13
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-11,-346.44
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-12,-149.18
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-15,-41.92
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-16,193.27999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-17,380.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-18,437.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-19,-294.05
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-22,-248.20000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-23,174.54
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-24,-0.74
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-26,-31.699999999999996
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-29,87.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2025-12-30,57.56000000000001
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-02,39.280000000000015
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-05,140.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-06,199.54
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-07,23.520000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-08,-111.45999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-09,249.01999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-12,-157.45999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-13,-372.53
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-14,-113.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-15,-109.95999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-16,-501.96
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-19,0.020000000000010232
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-20,-310.64
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-21,476.81999999999994
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-22,-32.21999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-23,287.52
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-26,66.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-27,180.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-28,-160.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-29,-238.48000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-01-30,-6.960000000000008
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-02,-0.24
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-03,46.519999999999996
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-04,-112.96000000000004
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-05,-812.94
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-06,-22.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-09,183.17000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-10,-149.44
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-11,-376.42999999999995
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-12,174.55999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-13,196.52
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-16,-299.46000000000004
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-17,-443.08000000000004
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-18,18.390000000000008
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-19,-511.84000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-20,461.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-23,142.54000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-24,99.52000000000001
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-25,-25.479999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-26,-218.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-02-27,203.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-02,6.779999999999994
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-03,-43.22000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-04,386.76
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-05,280.05999999999995
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-06,215.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-09,67.38
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-10,-170.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-11,-209.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-12,-1885.58
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-13,-56.379999999999995
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-16,-5.45999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-17,-26.109999999999985
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-18,-886.3599999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-19,-68.15
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-20,75.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-23,103.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-24,-135.12
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-25,37.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-26,234.29999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-27,-454.22
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-30,-136.96
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-03-31,198.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-01,127.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-02,353.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-06,210.8
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-07,-212.95999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-08,-257.96
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-09,-11.220000000000006
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-10,121.80000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-13,-34.96000000000001
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-14,308.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-15,252.51999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-16,64.54
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-17,171.52
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-20,-176.45999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-21,-218.07999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-22,273.52
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-23,233.51999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-24,200.51999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-27,-513.3199999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-28,-312.09000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-29,10.849999999999994
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-04-30,318.29999999999995
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-01,-265.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-04,77.28000000000003
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-05,-108.08999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-06,259.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-07,-439.88
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-08,-0.24
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-11,-8.460000000000008
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-12,34.77999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-13,184.77999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-14,160.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-15,238.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-18,-357.15999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-19,-341.90999999999997
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-20,-101.46000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-21,53.28999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-22,71.26
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-25,-74.58
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-26,228.07999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-27,-43.72000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-28,335.52
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-05-29,71.47999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-01,179.68
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-02,143.96
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-03,-75.88
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-04,101.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-05,605.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-08,52.77999999999999
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-09,-260.94
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-10,64.05999999999995
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-11,804.3
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-12,392.76
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-15,193.01999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-16,703.04
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-17,-555.46
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-18,428.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-22,-247.14000000000004
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-23,498.02
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-24,-55.20000000000002
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-25,90.01999999999998
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-29,736.78
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-06-30,135.28
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-07-01,7.140000000000008
no_pruning_baseline,concentration_adjusted_priority,one_trade_at_a_time_chronological,2026-07-02,434.58
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-14,-35.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-15,-85.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-16,-63.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-17,-83.9
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-18,-38.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-21,38.26
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-22,-42.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-23,-70.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-24,-23.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-25,102.76
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-28,55.26
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-29,-10.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-30,76.76
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-07-31,-41.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-01,-76.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-04,-10.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-05,-79.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-06,-18.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-07,-66.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-08,-30.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-11,40.76
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-12,-92.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-13,-31.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-14,-18.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-15,-39.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-18,-31.24
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-19,-68.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-20,-281.37
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-21,-157.74
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-22,195.26
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-25,99.76
no_pruning_baseline,concentration_adjusted_priority,max_one_trade_per_session,2025-08-26,-46.74
