session_date,candidate_id,trades,net_pnl,stress_pnl
2026-04-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-207.98000000000002,-209.98000000000002
2026-04-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,263.02,261.02
2026-04-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-250.24,-251.24
2026-04-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,91.52000000000001,89.52000000000001
2026-04-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-51.980000000000004,-53.980000000000004
2026-04-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,101.01999999999998,99.01999999999998
2026-04-27,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,31.020000000000003,29.02
2026-04-28,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-29.24,-30.24
2026-04-29,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-139.98,-141.98
2026-04-30,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,206.01999999999998,204.01999999999998
2026-05-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-33.980000000000004,-35.980000000000004
2026-05-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-138.48000000000002,-140.48000000000002
2026-05-05,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,24.26,23.26
2026-05-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-27.980000000000004,-29.980000000000004
2026-05-07,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,118.02,116.02
2026-05-08,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,105.52000000000001,103.52000000000001
2026-05-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,20.76,19.76
2026-05-13,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,81.52000000000001,79.52000000000001
2026-05-14,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,26.519999999999982,24.519999999999982
2026-05-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,321.02,319.02
2026-05-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,130.26,129.26
2026-05-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-13.479999999999999,-15.479999999999999
2026-05-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,27.519999999999982,25.519999999999982
2026-05-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,28.76,27.76
2026-05-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-93.24,-94.24
2026-05-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-70.47999999999999,-72.47999999999999
2026-05-28,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,206.01999999999998,204.01999999999998
2026-05-29,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-308.24,-309.24
2026-06-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,161.01999999999998,159.01999999999998
2026-06-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,30.02,28.02
2026-06-03,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-68.47999999999999,-70.47999999999999
2026-06-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,103.52000000000001,101.52000000000001
2026-06-08,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-148.98000000000002,-150.98000000000002
2026-06-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-737.74,-738.74
2026-06-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,13.76,12.76
2026-06-12,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-398.98,-400.98
2026-06-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,47.02,45.02
2026-06-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-137.98000000000002,-139.98000000000002
2026-06-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-143.48,-145.48
2026-06-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-361.74,-362.74
2026-06-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-271.24,-272.24
2026-06-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-262.24,-263.24
2026-06-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-221.24,-222.24
2026-06-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,173.76,172.76
2026-06-29,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,283.02,281.02
2026-06-30,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,214.51999999999998,212.51999999999998
2026-07-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,2,-297.98,-299.98
2026-07-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_keep1000,1,-456.74,-457.74
2025-07-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-81.24,-82.24
2025-07-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-138.48000000000002,-140.48000000000002
2025-07-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,110.02000000000001,108.02000000000001
2025-07-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,9.26,8.26
2025-07-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-78.74,-79.74
2025-07-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,187.01999999999998,185.01999999999998
2025-07-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,22.76,21.76
2025-07-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-20.24,-21.24
2025-07-30,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-35.980000000000004,-37.980000000000004
2025-08-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-198.24,-199.24
2025-08-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,15.52,13.52
2025-08-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,88.01999999999998,86.01999999999998
2025-08-07,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-172.24,-173.24
2025-08-08,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-2.480000000000004,-4.480000000000004
2025-08-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-44.74,-45.74
2025-08-12,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,165.52,163.52
2025-08-14,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-171.48000000000002,-173.48000000000002
2025-08-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,10.26,9.26
2025-08-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-239.98000000000002,-241.98000000000002
2025-08-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-58.47999999999999,-60.47999999999999
2025-08-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,121.02000000000001,119.02000000000001
2025-08-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,2.5199999999999996,0.5199999999999996
2025-08-27,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,21.520000000000003,19.520000000000003
2025-08-28,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-40.480000000000004,-42.480000000000004
2025-09-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,2.76,1.76
2025-09-03,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-299.48,-301.48
2025-09-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,65.52,63.519999999999996
2025-09-08,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,29.26,28.26
2025-09-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,43.26,42.26
2025-09-12,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,9.020000000000001,7.020000000000001
2025-09-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-6.98,-8.98
2025-09-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-18.24,-19.24
2025-09-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,101.02000000000001,99.02000000000001
2025-09-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,51.76,50.76
2025-09-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-3.24,-4.24
2025-09-30,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-29.979999999999997,-31.979999999999997
2025-10-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,8.520000000000003,6.520000000000003
2025-10-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,16.52,14.52
2025-10-03,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-49.980000000000004,-51.980000000000004
2025-10-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-46.24,-47.24
2025-10-08,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,15.52,13.52
2025-10-13,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,37.26,36.26
2025-10-14,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,146.51999999999998,144.51999999999998
2025-10-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-178.24,-179.24
2025-10-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,21.019999999999996,19.019999999999996
2025-10-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,68.52000000000001,66.52000000000001
2025-10-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-90.97999999999999,-92.97999999999999
2025-10-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-218.24,-219.24
2025-10-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-49.480000000000004,-51.480000000000004
2025-10-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-57.980000000000004,-59.980000000000004
2025-10-27,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,17.020000000000003,15.02
2025-10-28,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-22.479999999999997,-24.479999999999997
2025-10-31,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-24.24,-25.24
2025-11-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,36.26,35.26
2025-11-05,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,52.52000000000001,50.52000000000001
2025-11-07,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-129.74,-130.74
2025-11-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,169.02,167.02
2025-11-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-68.98,-70.98
2025-11-14,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,271.02,269.02
2025-11-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-200.24,-201.24
2025-11-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-222.24,-223.24
2025-11-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,144.26,143.26
2025-11-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-89.74,-90.74
2025-11-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,303.76,302.76
2025-11-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,150.01999999999998,148.01999999999998
2025-11-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,210.01999999999998,208.01999999999998
2025-11-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,263.52,261.52
2025-11-28,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-19.24,-20.24
2025-12-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-24.48,-26.48
2025-12-03,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-35.980000000000004,-37.980000000000004
2025-12-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-304.98,-306.98
2025-12-05,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,47.26,46.26
2025-12-09,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,13.519999999999996,11.519999999999996
2025-12-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-152.98,-154.98
2025-12-11,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,93.02000000000001,91.02000000000001
2025-12-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-446.98,-448.98
2025-12-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-135.48000000000002,-137.48000000000002
2025-12-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,11.020000000000001,9.020000000000001
2025-12-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,54.26,53.26
2025-12-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,71.76,70.76
2025-12-30,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-190.48,-192.48
2026-01-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,44.52,42.52
2026-01-07,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,140.52,138.52
2026-01-09,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-1.4800000000000004,-3.4800000000000004
2026-01-12,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,22.019999999999996,20.019999999999996
2026-01-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-117.24,-118.24
2026-01-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,40.52,38.52
2026-01-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-63.74,-64.74
2026-01-21,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,51.51999999999998,49.51999999999998
2026-01-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,48.519999999999996,46.519999999999996
2026-01-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,356.02,354.02
2026-01-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-71.24,-72.24
2026-01-27,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,50.02,48.02
2026-02-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-91.74,-92.74
2026-02-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,131.02,129.02
2026-02-09,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,159.52,157.52
2026-02-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-46.24,-47.24
2026-02-13,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,94.02,92.02
2026-02-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,383.52,381.52
2026-02-18,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-56.24,-57.24
2026-02-20,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-45.24,-46.24
2026-02-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,10.26,9.26
2026-02-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,16.26,15.26
2026-02-27,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,10.76,9.76
2026-03-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,67.02000000000001,65.02000000000001
2026-03-03,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,41.019999999999996,39.019999999999996
2026-03-04,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,48.76,47.76
2026-03-05,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-344.24,-345.24
2026-03-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-178.48000000000002,-180.48000000000002
2026-03-09,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,413.52,411.52
2026-03-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,123.02,121.02
2026-03-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-288.98,-290.98
2026-03-19,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-196.98,-198.98
2026-03-24,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-158.74,-159.74
2026-03-25,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-104.24,-105.24
2026-03-26,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-217.24,-218.24
2026-03-31,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,411.52,409.52
2026-04-01,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,44.26,43.26
2026-04-02,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,310.02,308.02
2026-04-06,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-299.74,-300.74
2026-04-09,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,257.52,255.51999999999998
2026-04-10,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-105.48000000000002,-107.48000000000002
2026-04-13,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,1,-5.74,-6.74
2026-04-14,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,156.51999999999998,154.51999999999998
2026-04-15,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-41.480000000000004,-43.480000000000004
2026-04-16,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-207.98000000000002,-209.98000000000002
2026-04-17,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-54.980000000000004,-56.980000000000004
2026-04-22,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,118.02000000000001,116.02000000000001
2026-04-23,MNQ_vcb_tf5_range_percentile_lb8_q025_long_only_target20R_mt2_gap30_first10_avoid1000,2,-51.980000000000004,-53.980000000000004
